,user,profile
184,RonjaKemmer,Direkt gewählt für Ulm/Alb-Donau-Kreis im Bundestag I @CDU-Präsidium I Vorsitzende @Junge_Gruppe I Obfrau Ausschuss Digitales I @VfBimBundestag
185,muellerboehm,Jüngster MdB der 19. WP des Deutschen Bundestages
186,OWvonHoltz,Ehemaliges Mitglied des Deutschen Bundestages
187,LehmannSpd,"SPD Bundestagsabgeordnete
Wahlkreis 62: Dahme-Spreewald / Teltow-Fläming III / Oberspreewald-Lausitz I
Regionen stärken im Bund!"
188,DietmarBartsch,"Mitglied des Bundestages, Vorsitzender der @Linksfraktion, https://t.co/hafqNeuxs5…"
189,MarkusTressel,"ehem. Grüner Bundestagsabgeordneter aus dem #Saarland // Themen: Ländliche Räume, #Tourismus, #Verkehr, Regionale #Wirtschaftspolitik"
190,TErndl,MdB CSU | Stv. Vorsitzender Auswärt. Ausschuss | Deputy Chair Foreign Affairs Committee | Sprecher für Internationales & Sicherheit @csu_bt | Stv. Präs. VdRBw
191,ABaerbockArchiv,Dies ist ein Archiv des Twitter-Accounts von Annalena Baerbock für den Zeitraum bis 9.12.2021. Hier wird nicht mehr getwittert.
192,Dr_Roy_Kuehne,"Bundestagsabgeordneter für Northeim, Goslar und Osterode"
193,dittmarsabine,Parlamentarische Staatssekretärin beim Bundesminister für Gesundheit
194,PeterHeidtFDP,MdB @fdpbt | Menschenrechtspolitischer Sprecher I Kreistagsabgeordneter #Wetterau | Stadtverordneter I Rechtsanwalt | Es twittern Peter Heidt & Team (TH)
195,AKulitz,Außenhandelssprecher der FDP BT Fraktion | Mitglied Auswärtiger Ausschuss | Bild Johannes Wosilat | Hier twittern Alexander Kulitz (AK) und sein Team (TK).
196,Hansjoerg_Durz,MdB für Augsburg-Land. Obmann Wirtschaftsausschuss. Wirtschaft und Digitales.// Impressum: https://t.co/roP1nwkys0
197,annachristmann,"Grüne MdB aus Stuttgart. #rocketscience #StartUps, #Innovation und #Digitalisierung. Koordinatorin für Luft- und Raumfahrt der Bundesregierung. Hier privat."
198,michel_brandt_,#DIELINKE #Karlsruhe (MdB 2017-21)   Konsequent für eine soziale und solidarische Gesellschaft. #Menschenrechte #Seenotrettung #Antifa
199,HHirte,"Hier twittert der Juraprofessor Heribert Hirte, MdB 2013 - 2021, über Rechts- & Finanzpolitik, Europa, Menschenrechte & Köln, selten sein Team"
200,Frank_Pasemann,Politisch interessierter Deutscher
201,SusannRuethrich,Gerecht. Echt. Rüthrich.
202,AndreaLindholz,"Stellvertretende Fraktionsvorsitzende der CDU/CSU-Bundestagsfraktion
Bundestagsabgeordnete der CSU für den Wahlkreis Aschaffenburg (247)."
203,Kaiser_SPD,MdB für Ostthüringen - Sozialdemokratin - Europäerin
204,AfDProtschka,Agrarpolitischer Sprecher der AfD Fraktion im Bundestag. Landesvorsitzender AfD Bayern
205,oezdemir_spd,"Duisburger und Sozialdemokrat aus Leidenschaft. 
Direkt gewählter Bundestagsabgeordneter für Duisburg II. 
Parl. Staatssekretär @BMI_Bund | Kapitän FC Bundestag"
206,joerg_cezanne,Bundestagsabgeordneter DIE LINKE (Finanzen und Verkehr) 2017 - 21
207,jschraps,Bundestagsabgeordneter für das Weserbergland; Sozialdemokrat; Europäer; Idealist; Optimist; @SPDEuropa & @spdbt; All views are my own
208,KirstenTackmann,"geboren in THÜ, aufgewachsen in B; seit 1987 in einem 60-Seelendorf BRB; Dr. med. vet., 2005 - 2021 MdB, Agrarpolitische Sprecherin LINKE, verheiratet, 2 Kinder"
209,Florian_Ossner,"Dipl.-Volkswirt (Uni), Bundestagsabgeordneter Landshut-Kelheim, Obmann im Haushaltsausschuss (CDU/CSU), CSU-Kreisvorsitzender, stellv. CSU-Bezirksvorsitzender"
210,KayGottschalk1,Geboren am 12.12.1965 in Hamburg Abitur und danach eine Banklehre. Im Anschluss Doppelstudium BWL und Jura. Danach Managementpositionen.
211,AlexanderSNeu,"Politikwissenschaftler - Dr. phil.;                                    
ehem. MdB Verteidigungsausschuss;
Publizist Außen-, Sicherheits- und Geopolitik."
212,MatthiasHauer,Bundestagsabgeordneter 🇩🇪 | Direktmandat 🗳 | Essen 😍 und Ruhrgebiet 🏙 | Finanzen 💶 und Digitales 👨🏼‍💻 | gegen Extremismus 🔞 | Anwalt ⚖️ | CDU 📓
213,bela_bach,Sozialdemokratin - ehemalige Bundestagsabgeordnete – Bergsteigerin - Feministin – Juristin
214,ChrisKuehn_mdb,"MdB für #Tübingen | Parlamentarischer Staatssekretär @BMUV | Mitglied @GrueneBundestag
(hier privat)"
215,Achim_P,"SPD-MdB für Minden-Lübbecke, Vorsitzender NRW-Landesgruppe in der @spdbt & ehrenamtlicher Generalsekretär der SPE. Ich poste ohne Kürzel, mein Team unter (tap)."
216,s_schwartze,Hier als Abgeordneter des Deutschen Bundestags für den Kreis Herford & Bad Oeynhausen unterwegs | Außerdem Patientenbeauftragter der Bundesregierung | @spdde
217,EUTheurer,"Familienvater, Vorsitzender @FDPBW, Präsidiumsmitglied @FDP, MdB, Parl. Staatssekretär beim @bmdv, Schienenverkehrsbeauftragter der Bundesregierung"
218,KarstenMoering,"Vorstandsvorsitzender der Stiftung Umwelt und Entwicklung NRW
CDU-Bundestagsabgeordneter von 2013 - 2021 für den Wahlkreis 93 Köln I"
219,ManderlaGisela,"Seit September 2013 Mitglied des Deutschen Bundestages für den Wahlkreis Köln III. Auswärtiger Ausschuss, Verteidigungsausschuss."
220,SylviaPantel,war direkt gewählte Bundestagsabgeordnete für den Wahlkreis Düsseldorf-Süd von 2013 bis 2021
221,sebast_hartmann,Mitglied des Bundestages Innenpolitischer Sprecher der SPD Bundestagsfraktion
222,MetinHakverdi,MdB 🇩🇪 | SPD | Transatlanticist | Haushaltsausschuss | EU-Ausschuss | liberale Demokratie | USA 🇺🇸 | China 🇨🇳 | Westbalkan | HSV
223,JanMetzler,Bundestagsabgeordneter für den Wahlkreis Worms
224,A_Gloeckner,Bundestagsabgeordnete
225,MechthildHeil,"Dipl.-Ing. Architektin, Vorsitzende der @GruppederFrauen der @cducsubt, im Bundesvorstand der @CDU, Mitglied des Deutschen Bundestages, Vorsitzende der @kfd_bv"
226,StefanRouenhoff,"🇺🇦🇪🇺🇩🇪 Mitglied des Deutschen Bundestages, zuvor Handelsattaché, Wahlkreis 112 (Kleve), Diplom-Volkswirt, MA International Studies"
227,GruenClaudia,"Parlamentarische Staatssekretärin im @bmel, blickt gerne über den Tellerrand, vor allem Richtung Norden und Osten, twittert zu 100% selbst  #slavaUkraini🇺🇦"
228,WilfriedOellers,CDU Bundestagsabgeordneter für den Kreis Heinsberg | Impressum: https://t.co/YkdbSr74cS
229,GregorGysi,"Mitglied des Bundestages, direkt gewählt in Berlin Treptow-Köpenick, Außenpolitischer Sprecher der @linksfraktion https://t.co/ntl7PIxhXu"
230,MarcusWeinberg,🇩🇪 Ehemaliger Bundestagsabgeordneter 📍 für Hamburg und Altona 👨‍👩‍👧‍👦 Ehemaliger familienpolitischer Sprecher der @cducsubt ⚽️ FC Bundestag
231,ulschzi,Bundestagsabgeordnete für den Wahlkreis Mecklenburgische-Seenplatte. Für eine Politik zum Wohle der deutschen Bürger.
232,NicoleGohlke,"MdB #Linke | StV Fraktionsvorsitzende  | #Bayern #München | twittert zu #Mietenwahnsinn, #Bildung, #Wissenschaft, Klassenpolitik & sozialen Bewegungen"
233,GtzFrmming,"MdB, Parlamentarischer Geschäftsführer, Mitglied der Bundesprogrammkommission der AfD https://t.co/3kYknPUrE2"
234,ullaihnen,"Mitglied im Rat der LH Hannover// ehemaliges Mitglied des Deutschen Bundestages in der 19. WP// FDP//Mitglied im NKR, im NDR RR, Ombudsfrau FDP Nds"
235,FlorianPost,"Stolzer Zwillings-Mädchen-Papa, Ehemann, Bundestagsabgeordneter (2013-2021), Focus-Kolumnist, Jäger, Skifahrer, Klartexter, vormalig SPD- jetzt CSU-Mitglied"
236,JanaSchimke,"Bundestagsabgeordnete, Vorsitzende des Tourismusausschuss im Deutschen Bundestag, stv. Vorsitzende der Mittelstandsunion (MIT)"
237,MatthiasGastel,"Bundestagsabgeordneter B 90/Die Grünen, Mitglied in Ausschüssen Verkehr & Tourismus, Schwerpunkt Bahnpolitik und Verkehrsinfrastruktur. Ziel: Die Verkehrswende"
238,HaraldWeinberg,MdB bei @linksfraktion I Kreisvorsitzender in Nürnberg/Fürth I Mitglied im Landesvorstand Bayern
239,JuttaKrellmann,"Ex-MdB, ehemalige Sprecherin für Arbeit und Mitbestimmung der @linksfraktion"
240,LieblingXhain,Rechtsanwältin | Lawyer 💚 Mitglied des Bundestages | Member of Deutscher #Bundestag 🌻 #wk83 #Friedrichshain #Kreuzberg #PBergOst #Berlin
241,MaikBeermann,Bundestagsabgeordneter für Nienburg und Schaumburg von 2013 bis 2021 - bleibt aber trotzdem politisch aktiv und teilt seine Gedanken.
242,MTodtenhausen,FDP Bundestagsabgeordneter Elektromeister. Sprecher und Obmann für Petitionen. Vorsitzender AG Mittelstand und Handwerk. Mitglied im Wirtschaftsausschuss
243,danielakolbe,"Stv. Vorsitzende des #DGB-Sachsen, stv. Vorsitzende der Friedrich-Ebert-Stiftung #FES, ehemalige SPD-MdB, #Leipzig, privat hier"
244,Timon_Gremmels,"Mitglied des Bundestags für Kassel. Schwerpunkt: Erneuerbare Energien. Vors. SPD-Hessen-Nord, stellv. Landesvors. HessenSPD, Sprecher Landesgruppe Hessen 🏳️‍🌈"
245,FrankeEdgar,Direkt gewählter MdB aus Nordhessen. Gesundheitspolitiker und PSt beim Bundesminister für Gesundheit
246,MargareteBause,"ehemalige Bundestagsabgeordnete, Grüne, Menschenrechte, stv. Vorsitzende Transparency International Deutschland"
247,KonstantinKuhle,Vorsitzender @fdp_nds • Stellv. Vorsitzender @fdpbt • Für Südniedersachsen im @bundestag • Rechtsanwalt • 🇪🇺🏳️‍🌈🍟🍺
248,KLeikert,"MdB WK Hanau @cducsubt | Mitglied im Auswärtigen Ausschuss & Obfrau im Ausschuss für Familie, Senioren, Frauen und Jugend | Beirat @BAKS_Bund"
249,helgelindh,#Wuppertaler | Bundestagsabgeordneter #WK102 | Kultur- & Medienpolitischer Sprecher @spdbt | Ausschuss Inneres & Heimat | Sprecher AG Demokratie @spdbt
250,JensZSPD,SPD-Bundestagsabgeordneter für den Wahlkreis Odenwald 187 • Digitalpolitischer Sprecher der @spdbt • Europäer 🇪🇺
251,StefanGelbhaar,Bundestagsabgeordneter 🚲 Verkehrspolitischer Sprecher 🚃 Bündnis 90/Die Grünen 🌻 Berlin - Pankow - Prenzlauer Berg - Weißensee 👉 Team (TG) twittert mit.
252,ch_buchholz,@dielinke
253,DFoest,"🏛 | Mitglied des Deutschen Bundestages @fdpbt 🏗 | Sprecher für Bau- und Wohnungspolitik 🥨 | Bayer, Familienmensch, Whiskeysammler"
254,michael_thews,Bundestagsabgeordneter (WK 145) - Hamm-Lünen-Selm-Werne - SPD - Ruhrgebiet - Haushaltsausschuss - Umweltausschuss
255,hahnflo,"MdB @csu_bt, Verteidigungspol. Sprecher @cducsubt 🇩🇪🇪🇺 | Lebenshilfe München | „Berliner Fraktion“ des @FCBayern ⚪️🔴"
256,armin_schuster,Hier als Innenminister & Sportminister des Freistaates Sachsen. #InnenSachsen
257,JoWadephul,"MdB/MP (Rendsburg-Eckernförde) stv. FV/Deputy Chairman @cducsubt, Fanclub @herthabsc Bundestag/ Dr. jur. Fachanwalt Medizin- u. SozRecht /Views are my own."
258,UlliNissen,Von 2013-2021 Mitglied des Deutschen Bundestages - Ehrenvorsitzende der SPD-Frauen Frankfurt und Hessen-Süd - wichtiges Thema nach wie vor Bezahlbares Wohnen
259,PSchnieder,"Bundestagsabgeordneter, Parlamentarischer Geschäftsführer der CDU/CSU-Bundestagsfraktion, direkt gewählt im Wahlkreis 202 Bitburg"
260,PeterAumer,#Bayer #Abgeordneter WK Regensburg / Ausschuss #Arbeit und #Soziales / #CSU
261,HeikeHaensel,"Member of German Parliament 2005-2021, Peace Activist, Achtung: blockiere Beleidigungen&Unterstellungen"
262,KarambaDiaby,"#SPD-Bundestagsabgeordneter für Halle (Saale), Kabelsketal, Landsberg und Petersberg - Mitglied des Fraktionsvorstandes der SPD-Bundestagsfraktion"
263,pascalmeiser,"Alternder Fußballer & Mitglied des Deutschen Bundestags, WK #Friedrichshain #Kreuzberg #PrenzlauerBergOst & Vorsitzender DIE LINKE Friedrichshain-Kreuzberg"
264,Petra_Sitte_MdB,"MdB DIE LINKE. (Halle) zu Netzpolitik, Forschung & Medien. Auch: petra_sitte bei social (.)linksfraktion(.)de / Foto: https://t.co/JWUGkeCG6g"
265,ThomasHitschler,Pfälzer | direkt gewählter MdB für die #Südpfalz | Parlamentarischer Staatssekretär #BMVg | Präsident der #Awo #Pfalz | Sprecher SPD Landesgruppe RLP | Betze
266,PaulZiemiak,🇩🇪 🇪🇺 Mitglied des Deutschen Bundestages     |     🎙 Generalsekretär @CDUNRW_de | 🏡 Iserlohner
267,R_Hartwig_AfD,Ehem. Abgeordneter des Deutschen Bundestages in der 19.Wahlperiode
268,SteinekeCDU,2013-2021 🇩🇪MdB @cducsubt Mitgliederbeauftragter @cdu_brandenburg Fraktionsvorsitzender CDU OPR - 👻 stein_sebastian 📷 sebastiansteineke
269,SabineLeidig,"bewegungslinkelinke, kapitalismuskritische  Verkehrswendepolitikerin für Klimagerechtigkeit und Überwindung imperialer Lebensweise"
270,Andi_Wagner,Tätig als Heilerziehungspfleger | Werkzeugmacher | 2017-2021 Mitglied des Deutschen Bundestag | parteilos | Geschichte & Politik | #GemeinsamZukunftgestalten ☀️
271,KaczmarekOliver,"Bildungs- und forschungspolitischer Sprecher @spdbt, MdB Wahlkreis Unna I, Mitglied im SPD-Parteivorstand, Bildungs- und Forschungspolitik"
272,Katrin_Werner,MdB bis 2021
273,filizgreen,"MdB, Parlamentarische Geschäftsführerin | Bundestagsfraktion Bündnis 90/Die Grünen |🚦"
274,BaerbelKofler,Parlamentarische Staatssekretärin BMZ und SPD-Bundestagsabgeordnete.                        Hier privat.
275,jensbeeck,Mitglied des Bundestages | Teilhabepolitischer Sprecher @fdpbt ♿️ | Fraktion der Freien Demokraten | Mittelems | https://t.co/V7gk2SNjxC
276,SBarrientosK,Künstlerin Kulturlobbyistin Publizistin | #kultur #antira #feminismus
277,Pohl_MdB,"#AfD, Nordthüringen, Mitglied des Deutschen Bundestages der 19. und 20. Legislatur @AfDimBundestag, Ausschuss für Arbeit und Soziales"
278,LindaTeuteberg,#Brandenburgerin | Mitglied des Deutschen Bundestages | Stellv. Vorsitzende @LEStiftung | Stellv. Vorsitzende @gegenvergessen | Bundesvorstand @fdp
279,Johann_Saathoff,"MdB, Parl. Staatssekretär bei der Bundesministerin des Innern und für Heimat, Landesgruppensprecher Nds/HB"
280,MatthiasHeider,"Rechtsanwalt, MdB, stellv. Vorsitzender im Wirtschaftsauschuss @Bundestag und der @MIT_Bund"
281,markuskurthmdb,"MdB aus #Dortmund, Bündnis 90/Die Grünen im Deutschen Bundestag,
Ausschuss Arbeit & Soziales, Haushaltsausschuss, Berichterstatter für #Rentenpolitik
🇺🇦"
282,Lambsdorff,"Stv Vorsitzender, #FDP im #Bundestag🗽; 🇩🇪+🇪🇪🇱🇻🇱🇹; Autor “Wenn Elefanten kämpfen” 🐘 bei #Ullstein 🦉 RT no endorsement. All tweets by me."
283,HESommer,2017-2021 Member of the German Bundestag | Member of the OSCE-PA| Historian and Gender Scientist 🇺🇦
284,IreneMihalic,MdB aus #Gelsenkirchen | Erste Parlamentarische Geschäftsführerin @GrueneBundestag | Mitglied des Parlamentarischen Kontrollgremiums PKGr #Innenpolitik4Life
285,lgbeutin,Stellvertretender Parteivorsitzender @dieLinke. #Klimagerechtigkeit #LeaveNoOneBehind #DieLinke #noafd #Нетвойне
286,anjaweisgerber,"Umwelt- und verbraucherschutzpolitische Sprecherin der @cducsubt, Mitglied des Deutschen Bundestages für den Wahlkreis Schweinfurt-Kitzingen, @CSU @csu_bt"
287,HildeMattheis,Linke Sozialdemokratin
288,NiemaMovassat,Dr. iur | Jurist | Rechtsreferendar | Bundestagsabgeordneter 2009-2021
289,TinoSorge,Mitglied des Deutschen Bundestages & Gesundheitspolitischer Sprecher @cducsubt | MdB des Wahlkreises Magdeburg | #CDU #SachsenAnhalt #Magdeburg #Berlin
290,KaiGehring,Ausschussvorsitzender Bildung & Forschung | Essener Arbeiterkind im Bundestag @gruenebundestag 👉 https://t.co/nwwdK6LgfR
291,fdp_hessel,"MdB, Parlamentarische Staatssekretärin beim Bundesminister der Finanzen, stellv. Vorsitzende der FDP Bayern, Mitglied des FDP-Bundesvorstands"
292,UteVogt,ganz privat
293,stephankuehn,"Bürgermeister in der @stadt_dresden, Geschäftsbereich Stadtentwicklung, Bau, Verkehr und Liegenschaften, grüner Bundestagsabgeordneter bis 10/2020"
294,PeterBoehringer,Mitglied des Deutschen Bundestags | Haushaltspolitischer Sprecher der #AfD 🇩🇪
295,schneidercar,Staatsminister im Kanzleramt  & Beauftragter der Bundesregierung für Ostdeutschland @ostbeauftragter/ Minister of State for Eastern Germany @spdde #nurdieSGE 🦅
296,dieschmidt,"SPD-Bundestagsabgeordnete für den Lahn-Dill-Kreis, Biebertal und Wettenberg"
297,BjoernSimon,🇩🇪 CDU-Bundestagsabgeordneter 📍 Stadt- und Kreis Offenbach ✈️ Verkehrs- & 🌍 Umweltpolitiker
298,hacker_fdp,MdB für Oberfranken • Medienpolitischer Sprecher • EU-Ausschuss • @fdpbt • Präsident @TDStiftung. Hier twittern er (TH) und Team (TT)
299,Oliver_Krischer,"Minister für Umwelt, Naturschutz und Verkehr des Landes Nordrhein-Westfalen. MdB 2009-2022. Hobby-Ornithologe. Elektromobilist. Hier privat."
300,AndrejHunko,"Aachener Bundestagsabgeordneter @linksfraktion, Mitglied Parlamentarische Versammlung des Europarats (PACE).
Das Team twittert mit."
301,JoSteiniger,"Direkt gewählter Abgeordneter im Wahlkreis Neustadt-Speyer / @cducsubt / Finanzausschuss, Sportausschuss / Lehrer für Mathematik und Politik"
302,FalkoMohrs,Mitglied des Bundestages - Direkt gewählt im Wahlkreis Helmstedt-Wolfsburg - Stlv. Sprecher der SPD-Bundestagsfraktion für Wirtschaft und für Digitales
303,StephanThomae,Mitglied des Deutschen Bundestages. Parlamentarischer Geschäftsführer der FDP-Bundestagsfraktion
304,LINKEPELLI,"Für #LeipzigSüd direkt im Bundestag | #Osten, #Inklusion & #Teilhabe bei @linksfraktion | @LinksfraktionLe | Mastodon: @soeren_pellmann@social.linksfraktion.de"
305,MartinaRenner,| Mitglied des Bundestages @dielinke | Innenpolitische Sprecherin | Autorin                     | prima di tutto antifascista
306,UlrichLange,Mitglied des Deutschen Bundestags @csu_bt | Stellvertretender Fraktionsvorsitzender @cducsubt | Verkehrs- und Baupolitik | Wohnen und Mobilität
307,ninawarken,"MdB, Parlamentarische Geschäftsführerin @cducsubt, Vorsitzende BFA Innere Sicherheit @cdu"
308,CPetryMdB,Generalsekretär der @SPD_Saar / Mitglied des Deutschen Bundestages für den Wahlkreis St. Wendel / Europapolitischer Sprecher der @spdbt
309,Manfredbehrens,"Ortsbürgermeister, Kreistagsabgenordneter und  Bundestagskandidat"
310,monikalazar,"Leipziger Stadträtin von Bündnis 90/ Die Grünen, 2005 - 2021 Bundestagsabgeordnete von Bündnis 90/ Die Grünen aus Sachsen"
311,olavgutting,"Volksvertreter, Rechtsanwalt"
312,PeterWeissMdB,Direkt gewählter Bundestagsabgeordneter des Wahlkreises Emmendingen-Lahr und Vorsitzender der Arbeitnehmergruppe der CDU/CSU-Bundestagsfraktion
313,CarstenMuellers,"Bankkaufmann, Rechtsanwalt, Bundestagsabgeordneter"
314,GrueneBeate,"Hier twittert Beate Müller-Gemmeke, grüne Bundestagsabgeordnete, Berichterstatterin für Arbeitnehmer:innenrechte und aktive Arbeitsmarktpolitik"
315,TabeaRoessner,Grüne Bundestagsabgeordnete aus Mainz | Vors. des Digitalausschusses | #Digitales #Verbraucherschutz #Medienpolitik ➡️ https://t.co/aAi3rmX0SM
316,ebner_sha,"Mitglied des Deutschen Bundestags #Grün #MdB, #Gentechnik #Biodiv #Agrarpolitik #nukleareSicherheit #Klimaanpassung"
317,DJanecek,MdB für 💚 München. Koordinator Bundesregierung für Maritime Wirtschaft und Tourismus #TeamBMWK Stvtr. Verkehr + Forschung. Co-Vorsitz PG Elektromobilität
318,StefanKaufmann,⚖️ Rechtsanwalt📍Stuttgart 🚀 Hydrogen Executive Advisor 🇩🇪 @CDU 💡 Zukunft 🔬 Forschung 💪 Chancen
319,DrAndreasNick,"Partner @BrunswickGroup - 2018-22 Vizepräsident/Leiter 🇩🇪 Delegation PV Europarat @coe, 2013-21 MdB - MIPP @SAISHopkins, Dr.rer.pol. @whu_edu - hier privat"
320,stonie_kiel,"Bundestagsabgeordneter (SPD) aus Kiel, Mitglied im Verkehrsausschuss #Radverkehr #Verkehrssicherheit #Binnenschifffahrt"
321,UweKekeritz,"Ehem. Abgeordneter bei @GrueneBundestag, grüner Entwicklungs- und Außenpolitiker"
322,MartinRabanus,Bundestagsabgeordneter im Wahlkreis 178 Rheingau-Taunus-Limburg
323,MarcHenrichmann,"Leidenschaftlicher Münsterländer. Für den Wahlkreis Coesfeld-Steinfurt II im Deutschen Bundestag. CDU. Faible für Innenpolitik und den offenen, fairen Dialog."
324,Ingrid_Nestle,"MdB und Sprecherin für Klimaschutz und Energie bei @GrueneBundestag
Bundestagsabgeordnete WK 3
Wirtschaftsingenieurin, #Klimaaretterin"
325,FrankHeinrich,"geb. '64, Sozialpäd. + Theologe, '97 - '09 Leiter Heilsarmee Chemnitz, Bundestagsabgeordneter für Chemnitz von 2009-21, glücklich verheiratet, 4 Kinder, 6 Enkel"
326,PatrickSensburg,President German Armed Forces Reserve Association
327,RKiesewetter,#MdB | Sprecher #Krisenprävention | Obmann #Außenpolitik #CDU | stvV #PKGr | VorsBeirat @BAKS_Bund #Sicherheitspolitik | OberstaD | Views my own RT≠endorsement
328,NadineSchoen,Bundestagsabgeordnete | Saarland😍| CDU
329,TSchipanski,"Rechtsanwalt, ehemaliger Thüringer CDU Bundestagsabgeordneter"
330,edrossmann,"Bildungspolitiker, ehem. @spdbt-Abgeordneter aus Schleswig-Holstein und ehem. Vorsitzender des Bildungsausschusses. Ehrenvorsitzender d. @vhs_dachverband"
331,rbrinkhaus,"CDU-Bundestagsabgeordneter für den Kreis Gütersloh, Mitglied der @cducsubt. Bezirksvorsitzender der CDU Ostwestfalen-Lippe."
