,user,profile
709,AnFRanke,"Bayerische Grüne Abgeordnete, Dipl.Designerin, selbstständig, Wiariwui Verlag, Illustration, freie Grafik und Malerei, Gemeinderätin, Kreisrätin, zwei Töchter"
710,KathaSchulze,"Grüne Abgeordnete | Feministin | Antifaschistin | Autorin | Vorsitzende @GrueneLandtagBY | Icecreamlover | Innenpolitik, Bayern, das Leben."
711,MatthiasND,"MdL, Politikwissenschaftler, Kreisrat, Stadtrat, Aktiv in JU und CSU, Stadtführer in Neuburg"
712,powerkroete,
713,BMiskowitsch,Stimmkreisabgeordneter im Bayerischen Landtag
714,KlausAdelt,
715,MichaelCBusch,
716,Weidenbusch_E,"Rechtsanwalt, der die Interessen der Menschen aus dem Landkreis München im Bayerischen Landtag vertritt (CSU)"
717,mstuempfig,"Landtagsabgeordneter von BÜNDNIS 90/DIE GRÜNEN 🌻 #Bayern aus #Feuchtwangen, Sprecher für ⚡️#Energie & 🌍 #Klimaschutz, sowie Team twitter mit (T)"
718,FRANKENSPRECHER,Für die Zukunft unserer Kinder! #Frankensprecher #Kultur #Soziales #Gesundheit #Pflege #FREIEWÄHLER #Ansbach #Mittelfranken #Franken #MdL #BayernsstarkeMitte
719,Ch_Skutella,"Bayerischer Landtagsabgeordneter, Musiker und Kulturfreund. Bodenständig, natürlich, liberal."
720,heubisch,"Bayerischer Staatsminister für Wissenschaft, Forschung und Kunst / Mitglied des bayerischen Landtages (FDP)"
721,sannekurz,"Grüne Abgeordnete. Medien, Kultur, Frauen, Film, BR Rundfunkrat. Lebt in München, arbeitet für Bayern, kommt aus der schönen Pfalz am Rhein."
722,Osgyan,Bündnis 90/Die Grünen Nürnberg | Stv. Fraktionsvorsitzende & Sprecherin für Wissenschaft & Hochschulpolitik @GrueneLandtagBy
723,GuttenbergerMdL,"Petra Guttenberger MdL, Ihre Landtagsabgeordnete der CSU, Stellv. Vors. Ausschuss Verfassung Recht Mitglied d. Ältestenrat, stellv. Vors. Frauenunion,"
724,S_Koerber_MdL,* Architekt * FDP -Landtagsabgeordneter in Bayern * Freier Demokrat * Mitglied im Präsidium der FDP Bayern * Freigeist * Autofan *
725,huber_ebe,"Vors. Arbeit u. Soziales, Familie u. Jugend CSU-Landtagsfraktion, CSU-Kreisvorsitzender, Landesvorsitzender Wasserwacht Bayern, Vors. CSU-Familienkommission"
726,GansGruen,"Mitglied des Bundestages @gruenebundestag
GRÜN  | POLITIK   | 
trans* 🏳️‍⚧️🏳️‍⚧️🏳️‍⚧️ queer🌈🌈🌈 sie/ihr"
727,fwhfreising,Leiter der bay. Staatskanzlei und Staatsminister für Bundesangelegenheiten und Medien - Mitglied des Bayerischen Landtags für den Stimmkreis #Freising - #Bayern
728,Gertinger,
729,presse_mdlkarl,"Mitglied des Bayerischen Landtags, Wahlkreis Oberpfalz"
730,PatrickFriedl,"MdL - Mitglied des Bayerischen Landtags - Sprecher für Naturschutz und Klimaanpassung - Mitglied im Umweltausschuss
Stadtrat in Würzburg"
731,DuinBayern,"Mitglied des Bayer. Landtags seit 2018
Sprecher für Wirtschaft, Energie und Tourismus der FDP-Fraktion 
FDP-Landesvorsitzender 2013-2017
#DuinBayern #Klartext"
732,Roter_Ritter,"Mitglied Bay Landtag, Schatzmeister BayernSPD, Vorsitzender SPD Oberbayern, Vorstand Vollmar-Akademie, Antifaschist, @roter_ritter@muenchen.social"
733,f_leschewitz,"MdA (2020-2021, 2022-) @linksfraktionB * Ausschüsse GPG, Petition, EBM (früher: BE und UA BER II) * @DieLinkeSpandau * PTA * Biologin BSc."
734,AWieberneit,"*MdA Berlin
*Fraktion der FDP Berlin
*Arbeitsmarktpolitischer Sprecher
*Mitglied im Ausschuss Sport 
*Mitglied im Ausschuss
Bürgerschaftliches Engagement"
735,StandfuStephan,
736,FrankZ_MdA,
737,TorstenHoferSPD,Sozialdemokrat. Aus Pankow. Von 2016 bis 2023 Mitglied im Abgeordnetenhaus. SPD Berlin.
738,IrisSpranger,Senatorin für Inneres und Sport | Sozialdemokratin aus Marzahn-Hellersdorf
739,franzkerker,
740,BuchholzMda,
741,TinoSchopf,
742,HansJoachimBerg,"Die Lage: Das Deutsche Volk führt einen Krieg gegen sich selbst. Wenn es siegt, ist es verloren.  
stv. Kreisvorsitzender AfD München Ost"
743,HaraldWolf20,"Mitglied des Parteivorstandes DIE LINKE, Bundesschatzmeister"
744,herbert_mohr,"stellv. Fraktionsvorsitzender der AfD-Fraktion in der BVV Pankow,
Physiotherapeut (https://t.co/lZQskZovHI.),
ehemaliger Abgeordneter im Berliner Abgeordnetenhaus (18.WP)"
745,RaedSalehBerlin,"Politiker, Familienmensch, Sozialdemokrat, Stadtrandler, Hauptstädter, Spandauer, Arbeiterkind."
746,DieterNeuendorf,"Mitglied der @AfDFraktionAGH, kulturpolitischer Sprecher"
747,boeckermda,
748,tommytabor,"Mitglied des Abgeordnetenhauses von Berlin für die @AfDFraktionAGH       
Zuständigkeit für #Familie #Bildung #Jugend"
749,gaby_gottwald,
750,graf_berlin,"Chef der Senatskanzlei des Landes Berlin @regberlin | Mitglied des @AGH_Berlin 2006-2020, Vorsitzender @CDUBerlin_AGH 2011-2018"
751,SibylleMeister,"stellvertretende Vorsitzende der @FDPFraktionBLN im #AGH, Sprecherin für Haushalt und Finanzen, Reinickendorferin"
752,ThomasSeerig,"Zwar ohne Mandat, aber nicht ohne Meinung in Sachen Behinderten- und Sozialpolitik, Engagiert in Sachen (Behinderten) Selbsthilfe und Inklusion"
753,F_Brychcy,Landesvorsitzende @dielinkeberlin * Sprecherin #Bildung @LinksfraktionB & MdA für #Steglitz #Zehlendorf * Vorsitz im Ausschuss #Wissenschaft #Forschung
754,JeanetteAuricht,
755,MaikPenn,"MdA. Mitglied Innenausschuss, Sozialausschuss und Vorsitzender Petitionsausschuss. Kreisvorsitzender #MdA #AGH #CDU #Berlin #Berliner #Köpenick #TreptowKöpenick"
756,Pankow_im_AGH,"Tweets der #AfD-Abgeordneten Hanno Bachmann (hb), Christian Buchholz (cb), Ronald Gläser (rg) und Herbert Mohr (hm). Retweet/Follow muss keine Zustimmung sein."
757,ChGraeff,"Berliner| Abgeordneter in Berlin für Biesdorf, Marzahn, Friedrichsfelde| Mittelstand| Gesundheit, Pflege| Energie| Lebensmotto: Humor, Kiez & Kosmos"
758,hanno_bachmann,
759,st_foerster,"Mitglied des Berliner Abgeordnetenhauses (2016-2023) / Sprecher für Bauen, Wohnen, Wissenschaft, Forschung, Sport, Medien, Europa, Denkmalschutz @fdp"
760,topac_fatos,Grüne Lichtenberg 🌻 Geschäftsführerin ev. Klubheim MdA 18.WP/ Berlin Eyalet Milletvekili Arbeiterkind Mutter
761,FlorianSwyter,"Bundesarbeitgeberverband der Personaldienstleister (BAP), Berlin"
762,GoinyChristian,"Mitglied des Abgeordnetenhauses von Berlin, Sprecher für Haushalt und Medien der CDU-Fraktion"
763,michaeldietmann,
764,UbbelohdeBerlin,Ich bin Berliner Politiker der #AfD und Mitglied der AfD-Fraktion Berlin. (Follow + RT ist nicht automatisch Zustimmung.)
765,Bettina_Jarasch,"Fraktionsvorsitzende @gruenefraktionb | 💚 für #Menschen #Klimaschutz #Zusammenhalt #ökosozial
#ZeitFürGrün"
766,ineslinks,Soziale Gerechtigkeit muss auch gelebt werden.
767,AfDLindemann,"Wahlkreis #Marzahn 1 direkt gewonnen,
#AFD Fraktion im #AGH, Sprecher für Migration und Remigration,
LaVo Mitglied AfD Berlin

https://t.co/Zr3aljKX4f"
768,haraldlaatsch,"Mitglied der AfD Hauptstadtfraktion. Sprecher für  Stadtentwicklung, Bauen, Wohnen und Mieten.
Abgeordneter im #AgH #Berlin @AfDFraktionAGH"
769,nelken_berlin,"Alle Wege führen nach Rom, außer der Mittelweg."
770,jj_schube,
771,die_gennburg,"Interessiert an dem, was sich zwischen dem Erbauen und dem Abreißen von Häusern und Städten ereignet. Abgeordnete, 18. & 19.Wahlperiode in #berlin für #dielinke"
772,Georg_Pazderski,Oberst i.G. (a.D.) | Ehemaliger AfD-Fraktionsvorsitzender im Abgeordnetenhaus von Berlin (Follow und RT sind keine Zustimmung)
773,regina_kittler,"„Ändere die Welt, sie braucht es!“(Brecht) Vorsitzende dbv Berlin; Kultur & Bildung; Linksfraktion #MaHe, private Meinung"
774,SebCzaja,🗽Bundesvorstand @fdp              🚀Stellvertretender Vorsitzender @fdp_Berlin                                        💛 Berlin
775,vandrey_petra,MdA im @AGH_Berlin bei @GrueneFraktionB aus Charlottenburg-Wilmersdorf
776,frank_jahnke,
777,Caglar_Derya_,"Mitglied des Abgeordnetenhaus von Berlin, Sprecherin für Gleichstellung @spdberlin #agh16"
778,s_kahlefeld,"Für den Neuköllner Wahlkreis 2 im Abgeordnetenhaus seit 2011.
Politik wird durch mehr #Beteiligung besser."
779,FrankHansel,"Geb. in Wiesbaden, aufgewachsen München, s. 1986 Berlin, v. 2013 bis 2023 Landesschatzmeister AfD Berlin, Mitglied AgH Berlin https://t.co/hy2InhMu7f"
780,BerlinGestalter,Abgeordneter. Bürgermeister und Senator. Christdemokrat. Berlingestalter. Generalsekretär @cduberlin.
781,TomSchreiberMdA,
782,UdoWolfAlpin,"ehemals Linksfraktion Berlin, @LinksfraktionB , Skibergsteiger, Kletterer"
783,k_ronneburg,Im #AGH für #Hellersdorf-Süd/#Kaulsdorf-Nord | Sprecher für Mobilität und Petitionen | Vorsitzender #LINKE #MaHe
784,dmanuelaschmidt,Abgeordnete der @LinksfraktionB für #Marzahn-Mitte.
785,danielabillig,"Direkt gewählt ins @AGH_Berlin für Prenzlauer Berg
🌻 stellv. Fraktionsvorsitzende @GrueneFraktionB 
📣 Kultur | Denkmalschutz | Ökolog. Quartiersentwicklung"
786,WeissAfD,"Familienvater, ehem. Offizier, Grill-Liebhaber, Mitglied des Berliner Abgeordnetenhauses, stellv. Fraktionsvorsitzender, Bildungspolitischer Sprecher."
787,otto_direkt,"Und nie den Humor verlieren.
Direkt gewählter Abgeordneter für Prenzlauer Berg
#Holzbau+and. Baustellen, Ost-West-Fragen, Berlin-BRB, 
#Stimmenkönig #AGH2021"
788,LasicMaja,Mitglied des Abgeordnetenhauses❤️
789,Fcm_BeckerSPD,"Mitglied @AGH_Berlin #SPD #Wilmersdorf West-#Berlin|erin #Haushälterin #Fußball. Hope for the best, prepare for the worst. Hobbypsychologin. Volksphilosophin."
790,UelkerRadziwill,"Co-Vorsitzende Forum DL21-Die Linke in der SPD. 2001-2021 Sprecherin für Soziales der SPD-Fraktion #AGH, Staatssekretärin a.D. #Sozi #Berlinerin #MdA"
791,FrankScholtysek,"Dipl.-Wirtschafts-Ing Bau, Bis 2021 Mitglied des Abgeordnetenhauses von Berlin,  persönlicher Account, der meine persönliche Meinung wiedergibt."
792,Thomas_Isenberg,"nach 13 Jahren nicht mehr als MdA hier unterwegs Details siehe https://t.co/8quIEhOpuN) , sondern privat, aber dennoch politisch :)"
793,RamonaPop,Vorständin @vzbv
794,Kristin_Brinker,Berliner Landes- und Fraktionsvorsitzende und finanzpolitische Sprecherin @AfDFraktionAGH. (Follow o. Retweet heißt nicht unbedingt Zustimmung.)
795,RobertSchaddach,"ehem. Abgeordneter für Treptow-Köpenick @agh_Berlin #Sport, #Wirtschaft, #Tourismus und #Denkmalschutz Kontakt gerne per Telefon: 0172 608 5551"
796,StefRemlinger,Bezirksbürgermeisterin Berlin-Mitte (Bündnis 90/Die Grünen)
797,MVallendar,"Mitglied des Berliner Abgeordnetenhauses -
AfD Fraktion - Rechtspolitischer Sprecher
Antikommunist - Nationalliberal - Patriot - Islamkritiker"
798,HughBronson_AfD,"Abgeordneter der @AfDFraktionAgH und fachpolitischer Sprecher für Integration und EU- Angelegenheiten. 
Sprecher der AfD Charlottenburg-Wilmersdorf #AfD."
799,Harald_Moritz,Verkehrspolitisch Interessierter  aus Berlin.  #allesaufgrün #Verkehrswende #Fußverkehr #A100 #BER #Radverkehr #TreKö
800,MarenJasper,Bundesvorstand @fdp 💛 Vorsitzende @fdp Berlin-Mitte 👩🏻‍⚖️ Vorstandsmitglied @FNFreiheit
801,DirkStettner,Mitglied des #Abgeordnetenhauses von #Berlin #MdA / Fraktionsvorsitzender CDU Fraktion Berlin / Vorsitzender #CDU #Berlin-Pankow
802,EvaMariePlonske,"Grün, feministisch, Sprecherin Abteilung Wissenschaft Grüne Berlin, Leseratte, Hobbyköchin und Freizeit-Gamerin."
803,NotkerBerlin,"MdA Sprecher für Kultur, Kreativwirtschaft, Medien, Städtepartnerschaft. Wahlkreis: SchönebergNord @grueneTS @gruene_berlin @gruenefraktionB @abgeordnetenhaus"
804,CorneliaSeibeld,"Mitglied (MdA) und Präsidentin des Abgeordnetenhauses von Berlin, CDU-Fraktion   (Fotos: Klaus JA Mellenthin, Peter Thieme)"
805,DrTurgutAltug,"Grünen-Politiker - MdA, Themen: #Xberg #Agrarwende #GutesEssenfüralle #Bienenschutz  #UrbanGardening #UmweltNaturbildung"
806,nikschrader,Mitglied des Abgeordnetenhauses | @LinksfraktionB | Sprecher für Innenpolitik und Drogenpolitik | Neuköllner
807,FDoerstelmann,
808,StSchmidtBerlin,"Mitglied des Abgeordnetenhauses von Berlin, #CDU-Fraktion #agh #cdu"
809,BurkertEulitz,Sprecherin für Familie und Bildung der @gruenefraktionb im @agh_berlin | Direktgewählte Abgeordnete aus Friedrichshain-Kreuzberg. Rechtsanwältin.
810,stefanie_fuchs,
811,FScheermesser,
812,dpwes,Mitglied @GrueneFraktionB @AGH_Berlin (er/ihn) #Kulturpolitik | Profilbild: @VillwockVincent
813,CzyIna,
814,TimZeelen,"2011-2021 Mitglied #AGH von #Berlin, Unternehmer mit ♥️ für 🇪🇸 und #HERTHA Fan"
815,HakanTasBerlin,17. und 18. WP.Mitglied @AGH_Berlin | - @dieLinke | Sol Parti Milletvekili | RT & ❤
816,torschber,Parlamentarischer Geschäftsführer SPD-Fraktion AGH (hier selbstverständlich privat)
817,KohlmeierSPD,"schon immer: Jurist, Fachanwalt für IT-Recht, Cybersecurity, Digitalisierung, Fashion, Lifestyle, Birdies. früher: 2006-2021 @agh_berlin"
818,Antje_Kapek,Verkehrspolitische Sprecherin @GrueneFraktionB
819,MichaelEfler,"Klimaschützer, Direktdemokrat, Antifaschist. Arbeitet bei @bbk_2010, Born at 325,06 ppm. Metal-Fan. Birder. #StandwithUkraine"
820,AnjaKofbinger,Feministin & begeisterte Homosexuelle| Späti-Fan| Milieuschützerin |
821,s_k_walter,grün. queer. emanzipatorisch. Mitglied Berliner Abgeordnetenhaus. Queer- und Diversitätspolitik. Haushalt. Parlamentarischer Geschäftsführer @GrueneFraktionB.
822,BuBernd,Staatssekretär für Digitalisierung in Sachsen-Anhalt | Hier natürlich privat.
823,StefanTaschner,Grüne Fraktion Berlin | Für die Bewegung | echter Klimaschutz & ernst gemeinte Energiewende | Tierschutz von A bis Z | Eine-Welt-Politik | Lichtenberg im ♡
824,SabineBangert,"2011-2021 MdA #Abgeordnetenhaus #Berlin #Kultur
@SabineBangert@gruene.social"
825,Katina_Schubert,Ich bin Mitglied des Berliner Abgeordnetenhauses und stellvertretende Parteivorsitzende @dielinke
826,Dennis_Buchner,"Vizepäsident des Berliner Abgeordnetenhauses und Abgeordneter für Weißensee-Nord, Blankenburg und die Stadtrandsiedlung Malchow"
827,KatrinVogel,"Steuerberaterin, MdA 2011-2021, #denktselbst; zu Hause in #Berlin #Altglienicke und auf #Rügen #Tierfreund #Hundehalter #genderverweigerer"
828,dannyfreymark,"Mitglied des Abgeordnetenhauses von Berlin, Direkt gewählter Hohenschönhausener, Umwelt- und Klimapolitiker & Werder Bremen Fan - Alles aus Leidenschaft! #CDU"
829,burkarddregger,"Mensch, Deutscher, Europäer, Christdemokrat"
830,SeeroiberJenny,Flucht nach vorne! - politisch motiviert - Vorsitzende der @linksfraktionb Synchronschauspielerin (profilbild von @aluhutt)
831,DilekKalayci22,
832,BertramPH,Abgeordneter der @LinksfraktionB. Sprecher für Sportpolitik | Mitglied im Landesvorstand @dielinkeberlin
833,HolgerKrestel,
834,LudwigNicole,Berlinerin. Unternehmerin. Grüne.
835,Wollihood,Innen- und sportpolitischer Sprecher der AfD Fraktion im Abgeordnetenhaus von Berlin #AGH
836,Stroedter,Engagiert für Reinickendorf
837,Tobias_Schulze,MdA * Stellv. @linksfraktionB * @dielinkeberlin * #Wissenschaft * #Digitalisierung * #Gesundheitspolitik * Ossi im #Wedding * @sprengbuero
838,schatzbln,"Vorsitzender @linksfraktionb im @AGH_Berlin, Abgeordneter in #TreptowKöpenick, Queer-Denker und #HIV Aktivist, #Queer #LINKE"
839,PaulFresdorf,"Parlamentarischer Geschäftsführer der FDP Fraktion im Abgeordnetenhaus

Sprecher für Bildung, Jugend und Familie und Innenpolitik"
840,GYGeorg,Leiter Politik @greenpeace_de | #climatejustice | #fcunion | #singlespeed | #pride | #LLAP | born @ 344 ppm
841,schluesselburg,"@schluesselburg@berlin.social MdA @dielinkeberlin, (Berlin House of Representatives), Justizpolitiker, Finanzpolitiker, Direktmandat in #Lichtenberg 4, Team=/TS"
842,ronaldglaeser,"Irgendwas mit Medien in Mitte. Ohne Tempolimit, Denkverbote und Gendergaga."
843,HendrikjeKlein,"MdA, Sprecherin für #Personal #Verwaltung #Bürgerbeteiligung, direkt gewählt in #Lichtenberg #Friedrichsfelde #Weitlingkiez #Tierpark #Berlin natürlich links"
844,hennerschmidt,"Umwelt-, Klima -, Energie- und Verkehrspolitik. FDP."
845,langenbrinck,
846,stefanziller,"MdA | Sprecher für #Digitales,  #Verwaltungsmodernisierung & #Armutsbekämpfung von @GrueneFraktionB | #Europa #Grundeinkommen #UBIE | #Berlin #MaHe | Team: /tz"
847,kaddinsky,"Mitglied des Berliner Abgeordnetenhauses, Grüne Überzeugungstäterin, Sprecherin für Wohnen & Mieten plus Haushaltspolitik, direkt gewählt im WK1 Kreuzberg"
848,HeikoMelzer,"CDU-Abgeordneter für Staaken und das Spektefeld, Parlamentarischer Geschäftsführer der CDU-Fraktion Berlin"
849,chhoch,Staatssekretär für Inneres des Landes Berlin
850,bene_lux,"Rechtsanwalt, MdA a.D Berlin (2006-2023), GRÜNE"
851,SilkeGebel,"Ausschussvorsitzende @aghberlin #Gesundheit & #Pflege. 

Ausserdem für @gruenefraktionB im #Hauptausschuss, #UA BMC & #WissForsch.

MdA aus Berlin-Mitte."
852,CKniestedt,"Wer nicht will, findet Gründe. Wer will, findet Wege. Hoffentlich! | Heimat in der Uckermark | Ländl. Räume, Gesundheit, Soziales & Integration @GrueneLTBB 🌻"
853,DannyEichelbaum,"Mitglied des Landtages Brandenburg, Vorsitzender des Kreistages Teltow-Fläming, Präsident des Ringerverbandes Brandenburg"
854,MarlenBlock,"MdL Brandenburg, @linke_ltbb, Sprecherin für Innen-, Rechts-, Justizpolitik, Strafverteidigerin, Vorstand RLS Brandenburg, LEAP…"
855,Isa_Hiekel,"Umwelt ist nicht alles, aber ohne Umwelt ist alles nichts. 
Landtagsabgeordnete bei @grueneltbb
Sprecherin für #Umwelt, #Naturschutz und #Landwirtschaft"
856,IsabelleVandre,Aktivistin * Politikerin (Linksfraktion Brandenburg) * Antifaschistin * Stadtverordnete Potsdam * Linksjugend ['solid]
857,MarieSchaeff,"Direkt gewählte Landtagsabgeordnete für Potsdam. Demokratie, Rechtsstaat, Digitalkram @GrueneLTBB - Mastodon: @marie_schaeffer@gruene.social"
858,KubitzkiSteffen,
859,KotreLena,"Ich bin Lena Kotré und Abgeordnete der AfD im Landtag Brandenburg.
Ihnen werde ich im Landtag eine starke Stimme geben!"
860,DieDannenberg,Mensch. Abgeordnete @linke_ltbb.
861,Dennis_Hohloch,Bundesvorstand AfD/ Parlamentarischer Geschäftsführer AfD Fraktion Brandenburg/Kreisvorsitzender AfD Potsdam/ Rundfunkrat rbb/ Lehrer Geo. & Geschichte a.D.📚
862,schaller_wk32,#CDU-Landtagsabgeordneter in #Brandenburg
863,HCBerndt,Bürger-Bewegung ins Parlament! Bürger-Bewegung in die AfD!| Landtagsabgeordneter in Brandenburg
864,ErikStohn,#engagiert #sozi #brandenburg Für die Region und die Fraktion
865,BettinaFortuna1,Ich bin ich!
866,PoschmannKatja,"Politiker/in
🔴 Landtagsabgeordnete @spdfraktionbrandenburg
📌 Im Wahlkreis #Premnitz #Milowerland #Rathenow #Rhinow #Wusterhausen #Neustadt (Dosse)"
867,KathleenMuxel,
868,AndreasKalbitz,Das offizielle Twitter-Profil des Abgeordneten der AfD-Fraktion im Landtag Brandenburg.
869,PetraBudke,"Fraktionsvorsitzende von B'90/Die Grünen LTBB, @grueneltbb,  Sprecherin für #Bildung, #Kinder, #Religion, #Medien und #Sport"
870,RoickWolfgang,
871,JanRedmannWk,"Brandenburger mit politischen Überzeugungen, CDU-Fraktions- und Parteivorsitzender in Brandenburg, Mitglied CDU-Bundesvorstand."
872,Wilko_Moeller,"AfD-Landtagsabgeordneter im Land Brandenburg
Vorsitzender im AfD-Stadtverband Frankfurt (O), stellv. AfD- Fraktionsvorsitzender in Frankfurt (O.)"
873,SabineBarthel1,
874,PeterDrenske,
875,RicardaBudke,"Abgeordnete im Landtag Brandenburg @GrueneLTBB für die @gj_brandenburg 💚 #ltbb 🌏 Klima, Jugend, Bauen, Wohnen, Landesplanung, Lausitz, Strukturwandel"
876,steffenjohn9,Politik
877,d_lutzow,AfD Kämpfer patriotisch sozial
878,langekatrin1,Politik & Staat
879,brichstein1,"Direkt gewählte Abgeordnete, Vizepräsidentin des Landtages Brandenburg"
880,Galau_MdL,Landtagsabgeordneter Brandenburg | Kreisvorsitzender AfD Oberhavel
