,user,profile
630,AWieberneit,"*MdA Berlin
*Fraktion der FDP Berlin
*Arbeitsmarktpolitischer Sprecher
*Mitglied im Ausschuss Sport 
*Mitglied im Ausschuss
Bürgerschaftliches Engagement"
631,TorstenHoferSPD,Sozialdemokrat. Aus Pankow. Von 2016 bis 2023 Mitglied im Abgeordnetenhaus. SPD Berlin.
632,IrisSpranger,Senatorin für Inneres und Sport | Sozialdemokratin aus Marzahn-Hellersdorf
633,HansJoachimBerg,"Die Lage: Das Deutsche Volk führt einen Krieg gegen sich selbst. Wenn es siegt, ist es verloren.  
stv. Kreisvorsitzender AfD München Ost"
634,HaraldWolf20,"Mitglied des Parteivorstandes DIE LINKE, Bundesschatzmeister"
635,herbert_mohr,"stellv. Fraktionsvorsitzender der AfD-Fraktion in der BVV Pankow,
Physiotherapeut (https://t.co/lZQskZovHI.),
ehemaliger Abgeordneter im Berliner Abgeordnetenhaus (18.WP)"
636,RaedSalehBerlin,"Politiker, Familienmensch, Sozialdemokrat, Stadtrandler, Hauptstädter, Spandauer, Arbeiterkind."
637,DieterNeuendorf,"Mitglied der @AfDFraktionAGH, kulturpolitischer Sprecher"
638,tommytabor,"Mitglied des Abgeordnetenhauses von Berlin für die @AfDFraktionAGH       
Zuständigkeit für #Familie #Bildung #Jugend"
639,graf_berlin,"Chef der Senatskanzlei des Landes Berlin @regberlin | Mitglied des @AGH_Berlin 2006-2020, Vorsitzender @CDUBerlin_AGH 2011-2018"
640,SibylleMeister,"stellvertretende Vorsitzende der @FDPFraktionBLN im #AGH, Sprecherin für Haushalt und Finanzen, Reinickendorferin"
641,ThomasSeerig,"Zwar ohne Mandat, aber nicht ohne Meinung in Sachen Behinderten- und Sozialpolitik, Engagiert in Sachen (Behinderten) Selbsthilfe und Inklusion"
642,F_Brychcy,Landesvorsitzende @dielinkeberlin * Sprecherin #Bildung @LinksfraktionB & MdA für #Steglitz #Zehlendorf * Vorsitz im Ausschuss #Wissenschaft #Forschung
643,MaikPenn,"MdA. Mitglied Innenausschuss, Sozialausschuss und Vorsitzender Petitionsausschuss. Kreisvorsitzender #MdA #AGH #CDU #Berlin #Berliner #Köpenick #TreptowKöpenick"
644,Pankow_im_AGH,"Tweets der #AfD-Abgeordneten Hanno Bachmann (hb), Christian Buchholz (cb), Ronald Gläser (rg) und Herbert Mohr (hm). Retweet/Follow muss keine Zustimmung sein."
645,ChGraeff,"Berliner| Abgeordneter in Berlin für Biesdorf, Marzahn, Friedrichsfelde| Mittelstand| Gesundheit, Pflege| Energie| Lebensmotto: Humor, Kiez & Kosmos"
646,st_foerster,"Mitglied des Berliner Abgeordnetenhauses (2016-2023) / Sprecher für Bauen, Wohnen, Wissenschaft, Forschung, Sport, Medien, Europa, Denkmalschutz @fdp"
647,topac_fatos,Grüne Lichtenberg 🌻 Geschäftsführerin ev. Klubheim MdA 18.WP/ Berlin Eyalet Milletvekili Arbeiterkind Mutter
648,FlorianSwyter,"Bundesarbeitgeberverband der Personaldienstleister (BAP), Berlin"
649,GoinyChristian,"Mitglied des Abgeordnetenhauses von Berlin, Sprecher für Haushalt und Medien der CDU-Fraktion"
650,UbbelohdeBerlin,Ich bin Berliner Politiker der #AfD und Mitglied der AfD-Fraktion Berlin. (Follow + RT ist nicht automatisch Zustimmung.)
651,Bettina_Jarasch,"Fraktionsvorsitzende @gruenefraktionb | 💚 für #Menschen #Klimaschutz #Zusammenhalt #ökosozial
#ZeitFürGrün"
652,ineslinks,Soziale Gerechtigkeit muss auch gelebt werden.
653,AfDLindemann,"Wahlkreis #Marzahn 1 direkt gewonnen,
#AFD Fraktion im #AGH, Sprecher für Migration und Remigration,
LaVo Mitglied AfD Berlin

https://t.co/Zr3aljKX4f"
654,haraldlaatsch,"Mitglied der AfD Hauptstadtfraktion. Sprecher für  Stadtentwicklung, Bauen, Wohnen und Mieten.
Abgeordneter im #AgH #Berlin @AfDFraktionAGH"
655,nelken_berlin,"Alle Wege führen nach Rom, außer der Mittelweg."
656,die_gennburg,"Interessiert an dem, was sich zwischen dem Erbauen und dem Abreißen von Häusern und Städten ereignet. Abgeordnete, 18. & 19.Wahlperiode in #berlin für #dielinke"
657,Georg_Pazderski,Oberst i.G. (a.D.) | Ehemaliger AfD-Fraktionsvorsitzender im Abgeordnetenhaus von Berlin (Follow und RT sind keine Zustimmung)
658,regina_kittler,"„Ändere die Welt, sie braucht es!“(Brecht) Vorsitzende dbv Berlin; Kultur & Bildung; Linksfraktion #MaHe, private Meinung"
659,SebCzaja,🗽Bundesvorstand @fdp              🚀Stellvertretender Vorsitzender @fdp_Berlin                                        💛 Berlin
660,vandrey_petra,MdA im @AGH_Berlin bei @GrueneFraktionB aus Charlottenburg-Wilmersdorf
661,Caglar_Derya_,"Mitglied des Abgeordnetenhaus von Berlin, Sprecherin für Gleichstellung @spdberlin #agh16"
662,s_kahlefeld,"Für den Neuköllner Wahlkreis 2 im Abgeordnetenhaus seit 2011.
Politik wird durch mehr #Beteiligung besser."
663,FrankHansel,"Geb. in Wiesbaden, aufgewachsen München, s. 1986 Berlin, v. 2013 bis 2023 Landesschatzmeister AfD Berlin, Mitglied AgH Berlin https://t.co/hy2InhMu7f"
664,BerlinGestalter,Abgeordneter. Bürgermeister und Senator. Christdemokrat. Berlingestalter. Generalsekretär @cduberlin.
665,UdoWolfAlpin,"ehemals Linksfraktion Berlin, @LinksfraktionB , Skibergsteiger, Kletterer"
666,k_ronneburg,Im #AGH für #Hellersdorf-Süd/#Kaulsdorf-Nord | Sprecher für Mobilität und Petitionen | Vorsitzender #LINKE #MaHe
667,dmanuelaschmidt,Abgeordnete der @LinksfraktionB für #Marzahn-Mitte.
668,danielabillig,"Direkt gewählt ins @AGH_Berlin für Prenzlauer Berg
🌻 stellv. Fraktionsvorsitzende @GrueneFraktionB 
📣 Kultur | Denkmalschutz | Ökolog. Quartiersentwicklung"
669,WeissAfD,"Familienvater, ehem. Offizier, Grill-Liebhaber, Mitglied des Berliner Abgeordnetenhauses, stellv. Fraktionsvorsitzender, Bildungspolitischer Sprecher."
670,otto_direkt,"Und nie den Humor verlieren.
Direkt gewählter Abgeordneter für Prenzlauer Berg
#Holzbau+and. Baustellen, Ost-West-Fragen, Berlin-BRB, 
#Stimmenkönig #AGH2021"
671,LasicMaja,Mitglied des Abgeordnetenhauses❤️
672,Fcm_BeckerSPD,"Mitglied @AGH_Berlin #SPD #Wilmersdorf West-#Berlin|erin #Haushälterin #Fußball. Hope for the best, prepare for the worst. Hobbypsychologin. Volksphilosophin."
673,UelkerRadziwill,"Co-Vorsitzende Forum DL21-Die Linke in der SPD. 2001-2021 Sprecherin für Soziales der SPD-Fraktion #AGH, Staatssekretärin a.D. #Sozi #Berlinerin #MdA"
674,FrankScholtysek,"Dipl.-Wirtschafts-Ing Bau, Bis 2021 Mitglied des Abgeordnetenhauses von Berlin,  persönlicher Account, der meine persönliche Meinung wiedergibt."
675,Thomas_Isenberg,"nach 13 Jahren nicht mehr als MdA hier unterwegs Details siehe https://t.co/8quIEhOpuN) , sondern privat, aber dennoch politisch :)"
676,RamonaPop,Vorständin @vzbv
677,Kristin_Brinker,Berliner Landes- und Fraktionsvorsitzende und finanzpolitische Sprecherin @AfDFraktionAGH. (Follow o. Retweet heißt nicht unbedingt Zustimmung.)
678,RobertSchaddach,"ehem. Abgeordneter für Treptow-Köpenick @agh_Berlin #Sport, #Wirtschaft, #Tourismus und #Denkmalschutz Kontakt gerne per Telefon: 0172 608 5551"
679,StefRemlinger,Bezirksbürgermeisterin Berlin-Mitte (Bündnis 90/Die Grünen)
680,MVallendar,"Mitglied des Berliner Abgeordnetenhauses -
AfD Fraktion - Rechtspolitischer Sprecher
Antikommunist - Nationalliberal - Patriot - Islamkritiker"
681,HughBronson_AfD,"Abgeordneter der @AfDFraktionAgH und fachpolitischer Sprecher für Integration und EU- Angelegenheiten. 
Sprecher der AfD Charlottenburg-Wilmersdorf #AfD."
682,Harald_Moritz,Verkehrspolitisch Interessierter  aus Berlin.  #allesaufgrün #Verkehrswende #Fußverkehr #A100 #BER #Radverkehr #TreKö
683,MarenJasper,Bundesvorstand @fdp 💛 Vorsitzende @fdp Berlin-Mitte 👩🏻‍⚖️ Vorstandsmitglied @FNFreiheit
684,DirkStettner,Mitglied des #Abgeordnetenhauses von #Berlin #MdA / Fraktionsvorsitzender CDU Fraktion Berlin / Vorsitzender #CDU #Berlin-Pankow
685,EvaMariePlonske,"Grün, feministisch, Sprecherin Abteilung Wissenschaft Grüne Berlin, Leseratte, Hobbyköchin und Freizeit-Gamerin."
686,NotkerBerlin,"MdA Sprecher für Kultur, Kreativwirtschaft, Medien, Städtepartnerschaft. Wahlkreis: SchönebergNord @grueneTS @gruene_berlin @gruenefraktionB @abgeordnetenhaus"
687,CorneliaSeibeld,"Mitglied (MdA) und Präsidentin des Abgeordnetenhauses von Berlin, CDU-Fraktion   (Fotos: Klaus JA Mellenthin, Peter Thieme)"
688,DrTurgutAltug,"Grünen-Politiker - MdA, Themen: #Xberg #Agrarwende #GutesEssenfüralle #Bienenschutz  #UrbanGardening #UmweltNaturbildung"
689,nikschrader,Mitglied des Abgeordnetenhauses | @LinksfraktionB | Sprecher für Innenpolitik und Drogenpolitik | Neuköllner
690,StSchmidtBerlin,"Mitglied des Abgeordnetenhauses von Berlin, #CDU-Fraktion #agh #cdu"
691,BurkertEulitz,Sprecherin für Familie und Bildung der @gruenefraktionb im @agh_berlin | Direktgewählte Abgeordnete aus Friedrichshain-Kreuzberg. Rechtsanwältin.
692,dpwes,Mitglied @GrueneFraktionB @AGH_Berlin (er/ihn) #Kulturpolitik | Profilbild: @VillwockVincent
693,TimZeelen,"2011-2021 Mitglied #AGH von #Berlin, Unternehmer mit ♥️ für 🇪🇸 und #HERTHA Fan"
694,HakanTasBerlin,17. und 18. WP.Mitglied @AGH_Berlin | - @dieLinke | Sol Parti Milletvekili | RT & ❤
695,torschber,Parlamentarischer Geschäftsführer SPD-Fraktion AGH (hier selbstverständlich privat)
696,KohlmeierSPD,"schon immer: Jurist, Fachanwalt für IT-Recht, Cybersecurity, Digitalisierung, Fashion, Lifestyle, Birdies. früher: 2006-2021 @agh_berlin"
697,Antje_Kapek,Verkehrspolitische Sprecherin @GrueneFraktionB
698,MichaelEfler,"Klimaschützer, Direktdemokrat, Antifaschist. Arbeitet bei @bbk_2010, Born at 325,06 ppm. Metal-Fan. Birder. #StandwithUkraine"
699,AnjaKofbinger,Feministin & begeisterte Homosexuelle| Späti-Fan| Milieuschützerin |
700,s_k_walter,grün. queer. emanzipatorisch. Mitglied Berliner Abgeordnetenhaus. Queer- und Diversitätspolitik. Haushalt. Parlamentarischer Geschäftsführer @GrueneFraktionB.
701,BuBernd,Staatssekretär für Digitalisierung in Sachsen-Anhalt | Hier natürlich privat.
702,StefanTaschner,Grüne Fraktion Berlin | Für die Bewegung | echter Klimaschutz & ernst gemeinte Energiewende | Tierschutz von A bis Z | Eine-Welt-Politik | Lichtenberg im ♡
703,SabineBangert,"2011-2021 MdA #Abgeordnetenhaus #Berlin #Kultur
@SabineBangert@gruene.social"
704,Katina_Schubert,Ich bin Mitglied des Berliner Abgeordnetenhauses und stellvertretende Parteivorsitzende @dielinke
705,Dennis_Buchner,"Vizepäsident des Berliner Abgeordnetenhauses und Abgeordneter für Weißensee-Nord, Blankenburg und die Stadtrandsiedlung Malchow"
706,KatrinVogel,"Steuerberaterin, MdA 2011-2021, #denktselbst; zu Hause in #Berlin #Altglienicke und auf #Rügen #Tierfreund #Hundehalter #genderverweigerer"
707,dannyfreymark,"Mitglied des Abgeordnetenhauses von Berlin, Direkt gewählter Hohenschönhausener, Umwelt- und Klimapolitiker & Werder Bremen Fan - Alles aus Leidenschaft! #CDU"
708,burkarddregger,"Mensch, Deutscher, Europäer, Christdemokrat"
709,SeeroiberJenny,Flucht nach vorne! - politisch motiviert - Vorsitzende der @linksfraktionb Synchronschauspielerin (profilbild von @aluhutt)
710,BertramPH,Abgeordneter der @LinksfraktionB. Sprecher für Sportpolitik | Mitglied im Landesvorstand @dielinkeberlin
711,LudwigNicole,Berlinerin. Unternehmerin. Grüne.
712,Wollihood,Innen- und sportpolitischer Sprecher der AfD Fraktion im Abgeordnetenhaus von Berlin #AGH
713,Stroedter,Engagiert für Reinickendorf
714,Tobias_Schulze,MdA * Stellv. @linksfraktionB * @dielinkeberlin * #Wissenschaft * #Digitalisierung * #Gesundheitspolitik * Ossi im #Wedding * @sprengbuero
715,schatzbln,"Vorsitzender @linksfraktionb im @AGH_Berlin, Abgeordneter in #TreptowKöpenick, Queer-Denker und #HIV Aktivist, #Queer #LINKE"
716,PaulFresdorf,"Parlamentarischer Geschäftsführer der FDP Fraktion im Abgeordnetenhaus

Sprecher für Bildung, Jugend und Familie und Innenpolitik"
717,GYGeorg,Leiter Politik @greenpeace_de | #climatejustice | #fcunion | #singlespeed | #pride | #LLAP | born @ 344 ppm
718,schluesselburg,"@schluesselburg@berlin.social MdA @dielinkeberlin, (Berlin House of Representatives), Justizpolitiker, Finanzpolitiker, Direktmandat in #Lichtenberg 4, Team=/TS"
719,ronaldglaeser,"Irgendwas mit Medien in Mitte. Ohne Tempolimit, Denkverbote und Gendergaga."
720,HendrikjeKlein,"MdA, Sprecherin für #Personal #Verwaltung #Bürgerbeteiligung, direkt gewählt in #Lichtenberg #Friedrichsfelde #Weitlingkiez #Tierpark #Berlin natürlich links"
721,hennerschmidt,"Umwelt-, Klima -, Energie- und Verkehrspolitik. FDP."
722,stefanziller,"MdA | Sprecher für #Digitales,  #Verwaltungsmodernisierung & #Armutsbekämpfung von @GrueneFraktionB | #Europa #Grundeinkommen #UBIE | #Berlin #MaHe | Team: /tz"
723,kaddinsky,"Mitglied des Berliner Abgeordnetenhauses, Grüne Überzeugungstäterin, Sprecherin für Wohnen & Mieten plus Haushaltspolitik, direkt gewählt im WK1 Kreuzberg"
724,HeikoMelzer,"CDU-Abgeordneter für Staaken und das Spektefeld, Parlamentarischer Geschäftsführer der CDU-Fraktion Berlin"
725,chhoch,Staatssekretär für Inneres des Landes Berlin
726,bene_lux,"Rechtsanwalt, MdA a.D Berlin (2006-2023), GRÜNE"
727,SilkeGebel,"Ausschussvorsitzende @aghberlin #Gesundheit & #Pflege. 

Ausserdem für @gruenefraktionB im #Hauptausschuss, #UA BMC & #WissForsch.

MdA aus Berlin-Mitte."
728,CKniestedt,"Wer nicht will, findet Gründe. Wer will, findet Wege. Hoffentlich! | Heimat in der Uckermark | Ländl. Räume, Gesundheit, Soziales & Integration @GrueneLTBB 🌻"
729,DannyEichelbaum,"Mitglied des Landtages Brandenburg, Vorsitzender des Kreistages Teltow-Fläming, Präsident des Ringerverbandes Brandenburg"
730,MarlenBlock,"MdL Brandenburg, @linke_ltbb, Sprecherin für Innen-, Rechts-, Justizpolitik, Strafverteidigerin, Vorstand RLS Brandenburg, LEAP…"
731,Isa_Hiekel,"Umwelt ist nicht alles, aber ohne Umwelt ist alles nichts. 
Landtagsabgeordnete bei @grueneltbb
Sprecherin für #Umwelt, #Naturschutz und #Landwirtschaft"
732,IsabelleVandre,Aktivistin * Politikerin (Linksfraktion Brandenburg) * Antifaschistin * Stadtverordnete Potsdam * Linksjugend ['solid]
733,MarieSchaeff,"Direkt gewählte Landtagsabgeordnete für Potsdam. Demokratie, Rechtsstaat, Digitalkram @GrueneLTBB - Mastodon: @marie_schaeffer@gruene.social"
734,KotreLena,"Ich bin Lena Kotré und Abgeordnete der AfD im Landtag Brandenburg.
Ihnen werde ich im Landtag eine starke Stimme geben!"
735,DieDannenberg,Mensch. Abgeordnete @linke_ltbb.
736,Dennis_Hohloch,Bundesvorstand AfD/ Parlamentarischer Geschäftsführer AfD Fraktion Brandenburg/Kreisvorsitzender AfD Potsdam/ Rundfunkrat rbb/ Lehrer Geo. & Geschichte a.D.📚
737,schaller_wk32,#CDU-Landtagsabgeordneter in #Brandenburg
738,HCBerndt,Bürger-Bewegung ins Parlament! Bürger-Bewegung in die AfD!| Landtagsabgeordneter in Brandenburg
739,ErikStohn,#engagiert #sozi #brandenburg Für die Region und die Fraktion
740,BettinaFortuna1,Ich bin ich!
741,PoschmannKatja,"Politiker/in
🔴 Landtagsabgeordnete @spdfraktionbrandenburg
📌 Im Wahlkreis #Premnitz #Milowerland #Rathenow #Rhinow #Wusterhausen #Neustadt (Dosse)"
742,AndreasKalbitz,Das offizielle Twitter-Profil des Abgeordneten der AfD-Fraktion im Landtag Brandenburg.
743,PetraBudke,"Fraktionsvorsitzende von B'90/Die Grünen LTBB, @grueneltbb,  Sprecherin für #Bildung, #Kinder, #Religion, #Medien und #Sport"
744,JanRedmannWk,"Brandenburger mit politischen Überzeugungen, CDU-Fraktions- und Parteivorsitzender in Brandenburg, Mitglied CDU-Bundesvorstand."
745,Wilko_Moeller,"AfD-Landtagsabgeordneter im Land Brandenburg
Vorsitzender im AfD-Stadtverband Frankfurt (O), stellv. AfD- Fraktionsvorsitzender in Frankfurt (O.)"
746,RicardaBudke,"Abgeordnete im Landtag Brandenburg @GrueneLTBB für die @gj_brandenburg 💚 #ltbb 🌏 Klima, Jugend, Bauen, Wohnen, Landesplanung, Lausitz, Strukturwandel"
747,steffenjohn9,Politik
748,d_lutzow,AfD Kämpfer patriotisch sozial
749,langekatrin1,Politik & Staat
750,brichstein1,"Direkt gewählte Abgeordnete, Vizepräsidentin des Landtages Brandenburg"
751,Galau_MdL,Landtagsabgeordneter Brandenburg | Kreisvorsitzender AfD Oberhavel
752,BommertF,"Im Landtag Brandenburg,für die Brandenburger Interessen"
753,WieseFranz,Landtagsabgeordneter der AfD
754,BirgitBessin,"Landesvorsitzende #AfD #Brandenburg, 
Mitglied im Landtag Brandenburg + Kreistag Teltow-Fläming 💙"
755,dunkelrotseher,"Mitglied des Landtages Brandenburg, Parl. Geschäftsführer @linke_ltbb"
756,Chr_Goerke,Landesvorsitzender DIE LINKE.Brandenburg
757,HeinerOburg,"bündnisgrüner MdL in Brandenburg, zuständig für Wirtschaft, Europa und Kommunales"
758,schierack_cdu,Fraktions- & Landesvorsitzender der CDU Brandenburg.
759,sahra_damus,"Landtagsabgeordnete bei @grueneltbb, Wissenschaft, Kultur, Frauen, Gleichstellung, Queer, Kommunales, Ostbrandenburg & die Oder"
760,Julian_Bruening,Landtagsabgeordneter für Spree-Neiße und die Lausitz | #GemeinsamStark | @CDU
761,BuettnerAndreas,"Mitglied des Landtags Brandenburg #linke_ltbb Sprecher für Soziales, Verbraucherschutz, Verkehr und Religion #Zionist 🇮🇱 עם ישראל חי FCKBDS"
762,KristyAugustin,Landtagsabgeordnete CDU Fraktion im Landtag Brandenburg. Kreisvorsitzende der CDU Märkisch-Oderland.
763,gordonhoffmann,Abgeordneter im Landtag Brandenburg / Generalsekretär CDU Brandenburg
764,vongizycki,"Sprecher für Haushalt, Finanzen und den BER bei @grueneltbb"
765,DEZi_Brb,"DIE LINKE, Antifa,  Feminismus,  Flüchtlingspolitik 🏳️‍🌈🇮🇱📷
stellv. Fraktionsvorsitzende im Landtag Brandenburg, Fraktionsvorsitzende im Kreistag Havelland"
766,walter_linke,"Landtagsabgeordneter in Brandenburg Vorsitzender @linke_ltbb
Co-Vorsitzender @dielinke.brdbrg Gewerkschaftssekretär. Unverbesserlicher Optimist. Gutmensch."
767,Ben_Raschke,"Fraktionsvorsitzender @GrueneLTBB & Sprecher für Justiz, Tierschutz/ Tierrechte. Mastodon: @ben_raschke@gruene.social"
768,Clemens_Rostock,"Sprecher für Energie, Verkehr, Arbeit und DDR-Aufarbeitung von @grueneltbb
Mitglied bei @VCDeV, @IGMetall_BBS, @MD_BBr"
769,carstensieling,"Ökonom, Bürgermeister a.D., Beauftragter Arbeitnehmerkammer Bremen; Board of Directors Forum of Federations; Beratung 42.0; mag Rennrad, #Werder u Monferrato"
770,SigridGronert,Sozialpolitische Sprecherin der CDU-Bürgerschaftsfraktion in Bremen.
771,YAverwerser,"Politikerin, Bildungspolitische Sprecherin, unabhängig, nicht nachtragend"
772,MazlumKoc10,Politiker und Kandidat bei der Bürgerschaftswahl am 26 Mai 2019 in Bremen
773,TR_Bremen,Bremer | 🏛 Bundestagsabgeordneter
774,falkinjo_hb,Bremen-♥️ | Damit die Stadt bezahlbar bleibt 🏡 | In der @HBBuergerschaft & Vorsitzender SPD Bremen-Stadt 🌹
775,Mark_Runge_AfD,@AfD_Bremen
776,YaziciMdbb,Mitglied der Bremischen Bürgerschaft-Landtag Sprecher für Justiz&Datenschutz&Petitionen | Stv. Vorsitzender des Rechtsausschusses | Bremen Milletvekili
777,HeikoStrohmann,🏛 MdBB | 🏙 Sprecher Stadtentwicklung | Für eine lebendige und grüne Innenstadt 🏡
778,luebkemarco,Bremer. Hemelinger. Mitglied der Bremischen Bürgerschaft. Sprecher @cdufraktionHB Sport Inneres. #CDU # Bremen
779,MullerHenrike,"Ostdeutsche #Europäerin in #Bremen, Abgeordnete für @GrueneBremen in @HBBuergerschaft und @EU_CoR"
780,TRaschen,Vorsitzender der CDU Fraktion in der Bremerhavener Stadtverordnetenversammlung
781,Mazlum21752231,"Abgeordneter der Bremischen Bürgerschaft
Landesvorstandsmitglied DIE LINKE Bremen Zuständig für Migration und Integration sowie Kreisverband Links der Weser"
782,bjoernfecker,📍Senator für Finanzen und Bürgermeister der Freien Hansestadt Bremen | Familienmensch | Fan #StarTrek | politische Heimat: @gruenebremen
783,JaninaStrelow,"Sprecherin für Wissenschaft, Forschung und Tierschutz bei der Bremer SPD-Fraktion. Stellvertretende Vorsitzende der SPD Bremerhaven."
784,SaxeRalph,"Mitglied der Bremischen Bürgerschaft, agiler Verkehrs- und Umweltpolitiker aus Leidenschaft"
